url,type,domain,severity_rank
http://www.parafiapiaski.pl/index.php?option=com_user&view=remind,defacement,parafiapiaski.pl,Medium High
http://www.bkr-laserscanning.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5ia3ItbGFzZXJzY2FubmluZy5kZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD05ODpzdG9lcmthbnRlbm1vZGVsbC1mdWVyLXJvYm90ZXJzaW11bGF0aW9uJmNhdGlkPTQzOmluaGFsdGUmSXRlbWlkPTY4,defacement,bkr-laserscanning.de,Medium High
http://www.artedesignsas.it/catalogo.html?page=shop.browse&category_id=14,defacement,artedesignsas.it,Medium High
http://www.sezioneanatreviso.it/index.php?option=com_mailto&tmpl=component&link=cc85e277afa8d49b301bfe3a29eddc69a0e4b2c1,defacement,sezioneanatreviso.it,Medium High
http://www.viamanaus.com.br/index.php?option=com_wrapper&view=wrapper&Itemid=297,defacement,viamanaus.com.br,Medium High
http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=20&Itemid=21,defacement,bruynzeelmultipanel.be,Medium High
http://www.protect-effect.nl/diensten/62-telefonie,defacement,protect-effect.nl,Medium High
http://www.honarcinema.com/index.php?option=com_content&view=frontpage&Itemid=1&limitstart=10,defacement,honarcinema.com,Medium High
http://www.gst-ukraine.com.ua/ukraine/tours/2754-arboretum-alexandria-sofiyivka,defacement,gst-ukraine.com.ua,Medium High
http://www.mbdalmezun.com/search.htm,defacement,mbdalmezun.com,Medium High
http://www.bg-ricevimenti.it/index.php/location/osteria-del-molo.html?fontstyle=f-smaller,defacement,bg-ricevimenti.it,Medium High
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=444&Itemid=1,defacement,r-tuning.com.ua,Medium High
http://www.boeuf-soufflenheim.com/de.feed?type=rss,defacement,boeuf-soufflenheim.com,Medium High
http://www.prhelp.com.au/news-and-interesting-stuff/news/49-prhelp-now-on-msp,defacement,prhelp.com.au,Medium High
http://www.trenker-bestattungen.de/index.php?option=com_content&view=article&id=13&Itemid=14,defacement,trenker-bestattungen.de,Medium High
http://www.ahminspections.ca/realestateagents/7?phpMyAdmin=so8kK4koEHUy-VVzS9wK2LuLOK6,defacement,ahminspections.ca,Medium High
http://www.aba-diagnostic.com/espace-prive/reset.html,defacement,aba-diagnostic.com,Medium High
http://aksniwka.com/klub/stadion,defacement,aksniwka.com,Medium High
http://www.paoarapanui.cl/index.php?option=com_contact&view=contact&id=1&Itemid=6,defacement,paoarapanui.cl,Medium High
http://www.unitre.org/index.php?option=com_wrapper&view=wrapper&Itemid=180&el_mcal_month=3&el_mcal_year=2013,defacement,unitre.org,Medium High
http://www.tiendagnulinux.com.ar/calcomanias-en-vinilo?page=shop.browse&category_id=52,defacement,tiendagnulinux.com.ar,Medium High
http://www.smk86.ru/katalogtovara.html?sobi2Task=sobi2Details&catid=5&sobi2Id=38,defacement,smk86.ru,Medium High
http://chelurao.ru/index.php?option=com_content&view=article&id=9&Itemid=10&lang=ru,defacement,chelurao.ru,Medium High
http://www.czdesign.cz/kalenda/search.form/2013/01/31/-.html,defacement,czdesign.cz,Medium High
http://www.familienbund.org/index.php?option=com_content&view=article&id=291:stellungnahme-des-familienbundes-der-katholiken-zum-referentenentwurf-eines-gesetzes-zur-erweiterung-der-grosselternzeit-&catid=5:stellungnahmen&Itemid=8,defacement,familienbund.org,Medium High
http://papillon-vole.fr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=844&category_id=10&option=com_virtuemart&Itemid=22,defacement,papillon-vole.fr,Medium High
http://www.vanoorschotkranen.nl/hoogwerker/hoogwerkers.pdf,defacement,vanoorschotkranen.nl,Medium High
http://lasqc.com/index.php?option=com_content&view=article&id=64&Itemid=173,defacement,lasqc.com,Medium High
http://www.academiedumeuble.ca/index.php?option=com_seminar&task=3&cid=516&sem_midx=0&sem_jidx=0&Itemid=69,defacement,academiedumeuble.ca,Medium High
http://practicaleyes.net/consulting/165-communications-consultancy.html,defacement,practicaleyes.net,Medium High
http://maslen.sk/index.php?option=com_contact&view=contact&id=37:iados-o-obchodnu-spolupracu&catid=29:dopytformular&Itemid=5,defacement,maslen.sk,Medium High
http://www.plexiprint.net/plexi/index.php?option=com_content&view=article&id=58&Itemid=67,defacement,plexiprint.net,Medium High
http://www.clinicatecma.es/index.php/densiometria,defacement,clinicatecma.es,Medium High
http://www.slavia.sk/home,defacement,slavia.sk,Medium High
http://www.perthshire-caravans.co.uk/stock-list/caravans/706-elddis-odyssey-540,defacement,perthshire-caravans.co.uk,Medium High
http://www.mariettachurchofgod.com/get-connected/christian-education/christian-education.html,defacement,mariettachurchofgod.com,Medium High
http://rendeck.com/index.php/nl/vacatures/table/9/0/index.html?resetfilters=0,defacement,rendeck.com,Medium High
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?view=article&catid=1:latest-news&id=93:inicio-de-actividades-2013&tmpl=component&print=1&layout=default&page=,defacement,liceoparroquialsangregoriomagno.edu.co,Medium High
http://listovka.info/xmap.html,defacement,listovka.info,Medium High
http://patrikcase.com/index.php?page=shop.product_details&product_id=9&flypage=flypage.tpl&pop=0&option=com_virtuemart&Itemid=7,defacement,patrikcase.com,Medium High
http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=610&catid=5&Itemid=10,defacement,jnpiraq.net,Medium High
http://prepechal.net/index.php?option=com_contact&view=contact&id=3:renata-malkova&catid=34:oseva-agri-chrudim-as&Itemid=53,defacement,prepechal.net,Medium High
http://www.versverwerktegroenten.nl/bruine-bonen.html,defacement,versverwerktegroenten.nl,Medium High
http://www.custi-animale.ro/magazin-on-line/custi-transport.1,defacement,custi-animale.ro,Medium High
http://ecoledecoiffurecarolinelaprise.com/formations/pose-ongles/108.html,defacement,ecoledecoiffurecarolinelaprise.com,Medium High
http://www.mbdalmezun.com/canakkale-gezisi.htm,defacement,mbdalmezun.com,Medium High
http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=01&Itemid=33,defacement,nabu-gaildorf.de,Medium High
http://www.fancygaptourism.com/dining-and-shopping/shopping/45-barefoot-gardens,defacement,fancygaptourism.com,Medium High
http://kccs.nichost.ru/index.php?option=com_content&view=article&id=107:-24052012-213&catid=17:news&Itemid=35,defacement,nichost.ru,Medium High
http://www.designreisende.de/index.php?option=com_content&view=category&layout=blog&id=35&Itemid=88,defacement,designreisende.de,Medium High
http://www.nubiafarias.com/v1/index.php?option=com_mailto&tmpl=component&link=b9f337d1ca40d09a113ab5ae6426a96e642fb2af,defacement,nubiafarias.com,Medium High
http://www.fitasylum.com/index.php/reset.1,defacement,fitasylum.com,Medium High
http://www.elektro-vozila.si/motocikli/novice/volta-bcn-city-je-elektricni-mestni-supermoto-iz-spanije,defacement,elektro-vozila.si,Medium High
http://www.nicolatessari.it/index.php/en/furnishing,defacement,nicolatessari.it,Medium High
http://www.musimagen.com/lista_socios.php?pagina=15&letra=,defacement,musimagen.com,Medium High
http://www.smos.cn/News_show.asp?news_id=125,defacement,smos.cn,Medium High
http://sexshop-bg.biz/products?page=shop.browse&category_id=276,defacement,sexshop-bg.biz,Medium High
http://hayalmutfak.com/kampanyalarimiz/kampanyalarimiz/kampanya2012-382.html,defacement,hayalmutfak.com,Medium High
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=14&option=com_virtuemart&Itemid=9,defacement,mueblesjulianjimenez.es,Medium High
http://www.disline.es/videoguias.html?task=videodirectlink&id=57,defacement,disline.es,Medium High
http://fischereiverein.org/bildergalerie/category/45-faenge-oktober-2010,defacement,fischereiverein.org,Medium High
http://www.seckmauern.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5zZWNrbWF1ZXJuLmRlL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTkwOm5hY2h0LWRlci1raXJjaGVuLTIwMTImY2F0aWQ9MTpha3R1ZWxsZS1uYWNocmljaHRlbiZJdGVtaWQ9NTA=,defacement,seckmauern.de,Medium High
http://www.expatsalon.ru/index.php/2009-03-04-07-22-09/category/7-.html?start=20,defacement,expatsalon.ru,Medium High
http://www.ondrejov.cz/index.html,defacement,ondrejov.cz,Medium High
http://apoiojur.com.br/index.php?%2FTable%2FAdministrativo%2F,defacement,apoiojur.com.br,Medium High
http://www.bruynzeelmultipanel.be/index.php?option=com_artforms&formid=1&Itemid=99999,defacement,bruynzeelmultipanel.be,Medium High
http://www.steffen-lemme.de/contact/berliner-buero/besuch-in-berlin,defacement,steffen-lemme.de,Medium High
http://greatlakesbuildersinc.com/projects/institutional.1,defacement,greatlakesbuildersinc.com,Medium High
http://djsipke.nl/foto-album/1-cafedeknyp/detail/74-104.html?tmpl=component,defacement,djsipke.nl,Medium High
http://www.smalbro.dk/webdesign,defacement,smalbro.dk,Medium High
http://www.harley-davidson-dijon.com/component/adsmanager/1-/737-,defacement,harley-davidson-dijon.com,Medium High
http://www.cuxhaven.cc/index.php?option=com_content&view=article&id=3&Itemid=56,defacement,cuxhaven.cc,Medium High
http://www.smartphone.net.br/index.php?option=com_content&view=article&id=66&Itemid=60&lang=pt,defacement,smartphone.net.br,Medium High
http://kccs.nichost.ru/index.php?option=com_content&view=article&id=118:2012-11-12-09-33-18&catid=17:news&Itemid=35,defacement,nichost.ru,Medium High
http://www.annamodlo.com.ua/index.html,defacement,annamodlo.com.ua,Medium High
http://www.raci.it/qualita/certificati.html,defacement,raci.it,Medium High
http://www.aquamarinadivingtenerife.com/en/sites-of-interest.html,defacement,aquamarinadivingtenerife.com,Medium High
http://www.pedalecesenateciclineri.org/index.php?option=com_content&view=article&id=121:articolo-resto-del-carlino-sport&catid=21:hall-of-fame&Itemid=36,defacement,pedalecesenateciclineri.org,Medium High
http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=107:horarioinvierno&catid=43:articulos&Itemid=77,defacement,lafavoritacb.com,Medium High
http://www.westwoodchurch.co.uk/our-services/sunday-celebration/celebration-talks/233-17-06-2012-ruth-ruth-1-simon-lloyd,defacement,westwoodchurch.co.uk,Medium High
http://www.sidecocarrelli.it/x.txt,defacement,sidecocarrelli.it,Medium High
http://thai-liveaboard.com/images/thailiveaboard/dive_sites/chumphon_pinnacle_map.jpg,defacement,thai-liveaboard.com,Medium High
http://www.metalsul.ind.br/site/index.php?option=com_morfeoshow&Itemid=,defacement,metalsul.ind.br,Medium High
http://www.banneton.com.au/images/stories/maps/newfarm.html,defacement,banneton.com.au,Medium High
http://www.school91.kiev.ua/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=57,defacement,school91.kiev.ua,Medium High
http://www.saltwaterseafoods.com.au/facebook.html,defacement,saltwaterseafoods.com.au,Medium High
http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html,defacement,djkatrina.ru,Medium High
http://www.jackhatfield.co.uk/index.php?option=com_jevents&task=modlatest.rss&format=feed&type=rss&modid=0&Itemid=32,defacement,jackhatfield.co.uk,Medium High
http://szgs.ru/information-for-you/interesting-articles/13-2008-08-04-06-37-10.html,defacement,szgs.ru,Medium High
http://www.aba-diagnostic.com/qui-sommes-nous.html,defacement,aba-diagnostic.com,Medium High
http://www.sandroecicero.com.br/index.php?option=com_content&view=article&id=1&Itemid=3&vsig1_0=18,defacement,sandroecicero.com.br,Medium High
http://www.clinicatecma.es/index.html,defacement,clinicatecma.es,Medium High
http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=15&Itemid=15,defacement,ekino-neureut.de,Medium High
http://www.ayseteyze.com.tr/gunun-icinden.html,defacement,ayseteyze.com.tr,Medium High
http://www.rockabilly.it/gruppi/52-four-stars.html,defacement,rockabilly.it,Medium High
http://www.identcode.cz/cs/trst-a15.php,defacement,identcode.cz,Medium High
http://www.rathgaelgym.org/squads/mag.1,defacement,rathgaelgym.org,Medium High
http://maycanton.vn/index.php?option=com_content&view=article&id=6&Itemid=31,defacement,maycanton.vn,Medium High
http://apoiojur.com.br/index.php?%2FNoticias%2Fnoticias.html,defacement,apoiojur.com.br,Medium High
http://peluqueriadeautor.com/index2.php?option=com_virtuemart&page=shop.pdf_output&showpage=shop.browse&pop=1&output=pdf&product_id=0&category_id=6&pop=1,defacement,peluqueriadeautor.com,Medium High
http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,defacement,graz4u.at,Medium High
http://boughtitsoldit.com/factfinancials,defacement,boughtitsoldit.com,Medium High
http://www.richpictures.co.uk/home/viewpost/232,defacement,richpictures.co.uk,Medium High
http://www.vfleberstadt.de/index.php?option=com_content&view=article&id=51&Itemid=55,defacement,vfleberstadt.de,Medium High
http://www.simmeurope.com/index.php?view=article&id=23:budget-economique-exploratoire-pour-lannee-2012&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=48,defacement,simmeurope.com,Medium High
http://www.evasteinberger.at/de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5ldmFzdGVpbmJlcmdlci5hdC9kZS90dXJuaWVyZS0yMDEyLmh0bWw=,defacement,evasteinberger.at,Medium High
http://spplodz.nazwa.pl/archiwum/2006_08b.php,defacement,nazwa.pl,Medium High
http://www.ant-u.com/index.php?option=com_content&view=article&id=58:l--r&catid=25,defacement,ant-u.com,Medium High
http://www.bertilohlsson.com/de/component/user/login?return=aHR0cDovL3d3dy5iZXJ0aWxvaGxzc29uLmNvbS9iaWxkZXJnYWxlcmllL2tsYXNzaXNjaGUtZG9zZW4vcnVuZGUtZm9ybT9sYW5nPWRl,defacement,bertilohlsson.com,Medium High
http://engine32truck16.com/truck-16.html,defacement,engine32truck16.com,Medium High
http://www.besztercekk.hu/index.php?option=com_lr&view=stadium&id=1&Itemid=162,defacement,besztercekk.hu,Medium High
http://apoiojur.com.br/index.html,defacement,apoiojur.com.br,Medium High
http://www.manganellipalace.it/de/willkommen-bei.html,defacement,manganellipalace.it,Medium High
http://www.honarcinema.com/index.php?view=article&catid=1:latest-news&id=4366:2012-07-17-13-44-04&format=pdf&option=com_content&Itemid=1,defacement,honarcinema.com,Medium High
http://www.sikobv.eu/nl/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5zaWtvYnYuZXUvbmwvY29tcG9uZW50L2NvbnRlbnQvYXJ0aWNsZS8yLXZvb3JwYWdpbmEtdGFiLzI0MC1kZWxvLW5ldy1jYXJ0cmlkZ2Utc3lzdGVtLmh0bWw=,defacement,sikobv.eu,Medium High
http://www.zibae.ir/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy56aWJhZS5pci9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD02NTM6MTM5MS0xMS0wOC0wOC00OC0yNyZjYXRpZD0xMjoxMzg5LTA5LTI5LTA3LTQzLTMw,defacement,zibae.ir,Medium High
http://midas-medical.com/products/electrocardiographecg/cardio-max-series/cardio-max-cm-03c/index.html,defacement,midas-medical.com,Medium High
http://www.lynnemarkham.com/sejeal.jpg,defacement,lynnemarkham.com,Medium High
http://www.kommunalbit.de/index.php?option=com_content&view=section&id=5&Itemid=14,defacement,kommunalbit.de,Medium High
http://www.eendrachthummelo.nl/index.php?option=com_contact&view=contact&id=6:karin-heijting&catid=12:contacts&Itemid=55,defacement,eendrachthummelo.nl,Medium High
http://www.galerie-unterm-maulbeerbaum.de/index.php?option=com_content&view=article&id=58&Itemid=57,defacement,galerie-unterm-maulbeerbaum.de,Medium High
http://www.collectif-potager-wimmenau.fr/index.html?page_id=36&replytocom=21,defacement,collectif-potager-wimmenau.fr,Medium High
http://www.smos.cn/Case.asp?id=14,defacement,smos.cn,Medium High
http://boltamproperties.co.za/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=4&sobi2Id=84&Itemid=58,defacement,boltamproperties.co.za,Medium High
http://www.nissad.com/nissad-contact.html,defacement,nissad.com,Medium High
http://www.pi4wag.nl/index.html,defacement,pi4wag.nl,Medium High
http://www.whitminsterinn.co.uk/specialevents/calendar-day/03/01/2013,defacement,whitminsterinn.co.uk,Medium High
http://dyetr.com/index.php?option=com_content&view=article&id=65&Itemid=56,defacement,dyetr.com,Medium High
http://totallifechurchjax.com/index.php?option=com_content&view=article&id=182:may-29-teamwork-episode-07&catid=66:teamwork,defacement,totallifechurchjax.com,Medium High
http://www.e-komotini.gr/index.php?option=com_mtree&task=rss&type=listnew&cat_id=0,defacement,e-komotini.gr,Medium High
http://www.dolcevino.it/index.php?option=com_contact&view=contact&id=3&Itemid=111,defacement,dolcevino.it,Medium High
http://www.ic-delta.ru/portfolio/item/8,defacement,ic-delta.ru,Medium High
http://danielfabri.com.ar/mapa-del-sitio/index.html,defacement,danielfabri.com.ar,Medium High
http://www.ibericoscalama.es/index.php?option=com_mailto&tmpl=component&link=55059afb44966eaabd75597a284a0e2a573f91fc,defacement,ibericoscalama.es,Medium High
http://bjgdhm.com/cn/product.asp?id_code=0007,defacement,bjgdhm.com,Medium High
http://www.vco.org.au/professional-development.1,defacement,vco.org.au,Medium High
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=91:i-flauti&catid=38:rokstories&lang=it&Itemid=,defacement,suiteorchestra.it,Medium High
